48,1,10,0,0,0,0,0,0,0,8,-1.000000,-1.000000,4.000000
48,1,10,0,0,0,0,0,0,1,7,-1.000000,-1.000000,4.833333
56,1,9,0,0,0,0,0,0,1,7,-1.000000,-1.000000,6.000000
48,1,10,0,0,0,0,0,1,7,1,-1.000000,4.833333,-1.000000
49,1,11,0,0,0,0,0,2,0,8,38.000000,-1.000000,4.000000
49,1,11,0,0,0,0,0,2,8,0,38.000000,4.000000,-1.000000
48,1,10,0,0,0,0,0,1,1,7,-1.000000,-1.000000,4.833333
48,1,10,0,0,0,0,0,1,0,8,-1.000000,-1.000000,4.000000
57,1,13,0,0,0,0,0,4,1,7,13.666667,-1.000000,6.000000
57,1,13,0,0,0,0,0,4,8,0,13.666667,5.142857,-1.000000
57,1,10,0,0,0,0,0,1,8,0,-1.000000,5.142857,-1.000000
57,1,10,0,0,0,0,0,1,0,8,-1.000000,-1.000000,5.142857
56,1,12,0,0,0,0,0,3,7,1,1.000000,6.166667,-1.000000
49,1,11,0,0,0,0,0,2,1,7,38.000000,-1.000000,4.666667
56,1,12,0,0,0,0,0,3,7,1,1.000000,6.000000,-1.000000
48,1,10,0,0,0,0,0,0,7,1,-1.000000,4.666667,-1.000000
48,1,10,0,0,0,0,0,1,1,7,-1.000000,-1.000000,4.666667
48,1,10,0,0,0,0,0,1,7,1,-1.000000,4.666667,-1.000000
57,1,10,0,0,0,0,0,1,1,7,-1.000000,-1.000000,6.166667
49,1,11,0,0,0,0,0,2,7,1,38.000000,4.833333,-1.000000
48,1,10,0,0,0,0,0,0,8,0,-1.000000,4.000000,-1.000000
51,1,12,0,0,0,0,0,1,8,0,-1.000000,4.285714,-1.000000
57,1,13,0,0,0,0,0,4,7,1,13.666667,6.166667,-1.000000
56,1,12,0,0,0,0,0,3,1,7,1.000000,-1.000000,6.166667
51,1,12,0,0,0,0,0,1,7,1,-1.000000,5.166667,-1.000000
57,1,13,0,0,0,0,0,4,7,1,13.666667,6.000000,-1.000000
56,1,12,0,0,0,0,0,3,8,0,1.000000,5.142857,-1.000000
57,1,13,0,0,0,0,0,4,0,8,13.666667,-1.000000,5.142857
56,1,12,0,0,0,0,0,3,1,7,1.000000,-1.000000,6.000000
56,1,9,0,0,0,0,0,0,0,8,-1.000000,-1.000000,5.142857
48,1,10,0,0,0,0,0,0,7,1,-1.000000,4.833333,-1.000000
56,1,9,0,0,0,0,0,0,7,1,-1.000000,6.000000,-1.000000
49,1,11,0,0,0,0,0,2,7,1,38.000000,4.666667,-1.000000
51,1,12,0,0,0,0,0,1,7,1,-1.000000,5.000000,-1.000000
56,1,12,0,0,0,0,0,3,0,8,1.000000,-1.000000,5.142857
48,1,10,0,0,0,0,0,0,1,7,-1.000000,-1.000000,4.666667
67,1,29,0,0,0,0,0,16,0,12,0.466667,-1.000000,3.545455
51,1,12,0,0,0,0,0,1,0,8,-1.000000,-1.000000,4.285714
48,1,10,0,0,0,0,0,1,8,0,-1.000000,4.000000,-1.000000
73,1,35,0,0,0,0,0,20,14,0,0.473684,3.307692,-1.000000
56,1,9,0,0,0,0,0,0,1,7,-1.000000,-1.000000,6.166667
57,1,13,0,0,0,0,0,4,1,7,13.666667,-1.000000,6.166667
55,1,17,0,0,0,0,0,8,0,8,0.428571,-1.000000,4.428571
76,1,38,0,0,0,0,0,22,0,15,0.476190,-1.000000,3.214286
57,1,10,0,0,0,0,0,1,7,1,-1.000000,6.000000,-1.000000
64,1,26,0,0,0,0,0,14,0,11,0.461538,-1.000000,3.700000
73,1,35,0,0,0,0,0,20,0,14,0.473684,-1.000000,3.307692
46,1,8,0,0,0,0,0,2,0,5,0.000000,-1.000000,6.250000
56,1,9,0,0,0,0,0,0,7,1,-1.000000,6.166667,-1.000000
61,1,23,0,0,0,0,0,12,0,10,0.454545,-1.000000,3.888889
51,1,12,0,0,0,0,0,1,1,7,-1.000000,-1.000000,5.166667
64,1,26,0,0,0,0,0,14,11,0,0.461538,3.700000,-1.000000
79,1,41,0,0,0,0,0,24,0,16,0.478261,-1.000000,3.133333
50,1,11,0,0,0,0,0,0,7,1,-1.000000,5.000000,-1.000000
76,1,38,0,0,0,0,0,22,15,0,0.476190,3.214286,-1.000000
70,1,32,0,0,0,0,0,18,0,13,0.470588,-1.000000,3.416667
50,1,11,0,0,0,0,0,0,0,8,-1.000000,-1.000000,4.285714
50,1,11,0,0,0,0,0,0,7,1,-1.000000,5.166667,-1.000000
55,1,17,0,0,0,0,0,8,8,0,0.428571,4.428571,-1.000000
58,1,20,0,0,0,0,0,10,0,9,0.444444,-1.000000,4.125000
52,1,14,0,0,0,0,0,6,0,7,0.400000,-1.000000,4.833333
50,1,11,0,0,0,0,0,0,1,7,-1.000000,-1.000000,5.000000
49,1,11,0,0,0,0,0,4,6,0,0.333333,5.400000,-1.000000
61,1,23,0,0,0,0,0,12,10,0,0.454545,3.888889,-1.000000
49,1,11,0,0,0,0,0,2,1,7,38.000000,-1.000000,4.833333
58,1,20,0,0,0,0,0,10,9,0,0.444444,4.125000,-1.000000
56,1,9,0,0,0,0,0,0,8,0,-1.000000,5.142857,-1.000000
74,1,37,0,0,0,0,0,22,0,15,0.476190,-1.000000,3.214286
70,1,32,0,0,0,0,0,18,13,0,0.470588,3.416667,-1.000000
49,1,12,0,0,0,0,0,4,0,8,0.666667,-1.000000,3.857143
67,1,29,0,0,0,0,0,16,12,0,0.466667,3.545455,-1.000000
50,1,11,0,0,0,0,0,0,8,0,-1.000000,4.285714,-1.000000
57,1,10,0,0,0,0,0,1,7,1,-1.000000,6.166667,-1.000000
50,1,13,0,0,0,0,0,6,0,7,0.400000,-1.000000,4.833333
81,1,44,0,0,0,0,0,20,0,24,0.947368,-1.000000,1.869565
53,1,16,0,0,0,0,0,8,0,8,0.428571,-1.000000,4.428571
89,1,52,0,0,0,0,0,24,0,28,0.956522,-1.000000,1.740741
54,1,17,0,0,0,0,0,9,0,8,4.750000,-1.000000,4.428571
77,1,40,0,0,0,0,0,24,0,16,0.478261,-1.000000,3.133333
57,1,20,0,0,0,0,0,8,0,12,0.857143,-1.000000,2.818182
45,1,8,0,0,0,0,0,3,0,5,17.500000,-1.000000,6.250000
65,1,28,0,0,0,0,0,16,0,12,0.466667,-1.000000,3.545455
50,1,11,0,0,0,0,0,0,1,7,-1.000000,-1.000000,5.166667
