37,1,5,0.238095,1,0,0,1,0,0,0,0,0,0,0,1,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
49,1,5,0.161290,3,0,0,0,0,0,0,0,0,0,0,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
38,1,7,0.318182,3,0,0,1,0,0,0,0,0,0,0,3,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,9.500000,-1.000000
84,1,12,0.200000,4,0,0,1,0,1,0,0,0,0,2,2,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,24.000000,0.000000,-1.000000
363,1,66,0.285714,32,0,0,0,8,1,0,0,0,0,0,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
60,1,5,0.113636,2,0,0,0,0,0,0,0,0,0,0,1,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
59,1,12,0.387097,3,0,0,2,2,0,0,0,0,2,0,2,0,-1.000000,-1.000000,-1.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000
81,1,13,0.254902,4,0,0,4,0,1,0,0,0,0,2,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,24.000000,-1.000000,-1.000000
311,1,51,0.251232,34,0,0,4,0,0,0,0,0,0,0,1,10,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,15.111111
341,1,61,0.286385,40,0,0,0,8,0,0,0,0,0,0,1,10,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,15.111111
78,1,11,0.229167,4,0,0,4,0,0,0,0,0,0,0,0,2,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,43.000000
40,1,3,0.115385,0,0,0,0,2,0,0,0,0,0,0,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
44,1,3,0.100000,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
410,1,72,0.274809,40,0,0,1,0,0,0,0,0,0,0,2,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000000,-1.000000
122,1,14,0.159091,8,0,0,1,0,1,0,0,0,0,1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
308,1,56,0.297872,32,0,0,0,0,0,0,0,0,2,0,0,0,-1.000000,-1.000000,-1.000000,-1.000000,0.000000,-1.000000,-1.000000,-1.000000
329,1,55,0.260664,40,0,0,4,0,0,0,0,0,0,0,0,10,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,15.111111
38,1,6,0.333333,2,0,0,0,2,0,0,0,0,0,0,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
98,1,13,0.191176,8,0,0,0,0,0,1,0,0,0,1,2,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000000,-1.000000
50,1,6,0.187500,2,0,0,1,0,0,0,0,0,0,0,1,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
